instance_id,sentence,target_word,predicted_sense,gold_sense,gold_sense_key,score,is_correct
d001.s027.t014,"To the extent that potential Republican candidates and their financial backers realize that the congressional prisoner 's dilemma game works to their disadvantage , the Republican Party will be hindered in its attempts to field a competitive slate of congressional candidates .",candidates,campaigner.n.01,campaigner.n.01,candidate%1:18:01::,0.11490041762590408,True
d001.s028.t004,"Fifth , the theory may provide at least a partial reason for why ticket splitting has been particularly pronounced in the South .",reason,reason.n.01,reason.n.02,reason%1:10:01::,2.816636562347412,False
d001.s029.t021,"To the extent that Democratic legislators from the South have held a disproportionate share of power in Congress since 1932 and have been able to translate such clout into relatively more local benefits for their respective constituencies , voters in the South have had an especially strong incentive to keep such Democrats in office .",office,office.n.04,office.n.04,office%1:26:00::,0.6886038184165955,True
d001.s030.t005,"Finally , the theory suggests why Republicans generally have fared better in Senate races than in campaigns for the House .",campaigns,political_campaign.n.01,political_campaign.n.01,campaign%1:11:00::,2.7983100414276123,True
d001.s031.t016,"Since local benefit-seeking matters more and national policy making matters less in the lower chamber of Congress , this is precisely the pattern one would expect if Republicans are less willing to engage in local benefit-seeking than their Democratic counterparts .",counterparts,counterpart.n.01,counterpart.n.01,counterpart%1:09:00::,-0.9436336159706116,True
d001.s032.t002,Is there any empirical support for this theory ?,theory,theory.n.03,theory.n.01,theory%1:09:00::,1.6651067733764648,False
d001.s033.t012,Three pieces of evidence corroborate the key assumption that Democratic legislators are more willing to engage in local benefit-seeking than their Republican colleagues .,colleagues,colleague.n.01,colleague.n.02,colleague%1:18:01::,1.5984902381896973,False
d001.s034.t009,"First , economists James Bennett and Thomas DiLorenzo find that GOP senators turn back roughly 10 % more of their allocated personal staff budgets than Democrats do .",Democrats,democrat.n.02,democrat.n.01,democrat%1:18:01::,0.5077545046806335,False
d001.s035.t016,"To the extent that the primary duty of personal staff involves local benefit-seeking , this indicates that political philosophy leads congressional Republicans to pay less attention to narrow constituent concerns .",concerns,refer.v.02,concern.n.01,concern%1:09:00::,0.8188780546188354,False
d001.s036.t025,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .",benefit-seeking,,benefit.n.02,benefit%1:07:00::,-inf,False
d001.s037.t002,"This is indeed what the data indicate , particularly in the case of the House .",case,event.n.02,event.n.02,case%1:26:00::,3.33931040763855,True
d001.s038.t006,The Democratic House attendance rate has not exceeded the Republican House attendance rate since 1959 .,rate,rate.n.01,rate.n.01,rate%1:28:00::,2.494441032409668,True
d001.s039.t019,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .",offices,function.n.03,agency.n.01,office%1:14:01::,0.7653063535690308,False
d001.s040.t023,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body changed party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .",staff,staff.n.01,staff.n.01,staff%1:14:01::,-0.21179433166980743,True
d001.s041.t034,"An additional piece of evidence from the Senate : Holding other factors constant , such as incumbency advantages and regional factors , the difference between popular votes for Republican presidential and senatorial candidates in states conducting a Senate election turns out to be a positive function of how onerous the federal government 's tax burden is per state -LRB- a progressive tax rate hits higher - income states harder -RRB- .",states,state.n.01,state.n.01,state%1:15:01::,1.269426703453064,True
d001.s042.t009,"Put more simply , GOP candidates for president are looked on more kindly by voters than Republican candidates for the Senate when the prisoner 's dilemma is more severe .",severe,severe.s.06,severe.s.01,severe%5:00:00:intense:00,2.1747097969055176,False
d001.s043.t009,"Moreover , ticket splitting appears to take the same peculiar pattern at the state government level as it does at the federal level .",level,degree.n.01,degree.n.02,level%1:26:00::,1.9460469484329224,False
d001.s044.t004,State government is more typically split along Republican-governor / Democratic-legislature lines than the reverse .,reverse,reverse.n.01,reverse.n.01,reverse%1:24:00::,0.2313729226589203,True
d001.s045.t023,"A cross-state econometric investigation , furthermore , reveals that , holding other factors constant , the difference between a state 's major - party vote going to the Republican gubernatorial candidate and the Republican share of the lower state house is a positive function of the state tax rate .",tax rate,,tax_rate.n.01,tax_rate%1:21:00::,-inf,False
d001.s046.t013,"In sum , at both the federal and state government levels at least part of the seemingly irrational behavior voters display in the voting booth may have an exceedingly rational explanation .",explanation,explanation.n.02,explanation.n.01,explanation%1:10:00::,3.3074958324432373,False
d001.s047.t001,Mr. Zupan teaches at the University of Southern California 's business school .,business school,,business_school.n.01,business_school%1:14:00::,-inf,False
d002.s000.t008,"In the long , frightening night after Tuesday 's devastating earthquake , Bay Area residents searched for comfort and solace wherever they could .",solace,consolation.n.01,consolation.n.02,solace%1:04:00::,2.9474709033966064,False
d002.s001.t002,Some found it on the screen of a personal computer .,personal computer,,personal_computer.n.01,personal_computer%1:06:00::,-inf,False
d002.s002.t009,"Hundreds of Californians made their way to their computers after the quake , and checked in with each other on electronic bulletin boards , which link computers CB-radio-style , via phone lines .",phone lines,,telephone_line.n.02,phone_line%1:06:00::,-inf,False
d002.s003.t004,"Some of the most vivid bulletins came over The Well , a Sausalito , Calif. , board that is one of the liveliest outposts of the electronic underground .",electronic,electronic.a.01,electronic.a.01,electronic%3:01:00::,0.038524359464645386,True
d002.s004.t002,"About two-thirds of the Well 's 3,000 subscribers live in the Bay Area .",live,populate.v.01,populate.v.01,live%2:42:08::,3.3778133392333984,True
d002.s005.t007,"The quake knocked The Well out for six hours , but when it came back up , it teemed with emotional first-hand reports .",reports,report.n.03,report.n.03,report%1:10:00::,2.890749216079712,True
d002.s006.t003,Following are excerpts from the electronic traffic that night .,night,night.n.01,night.n.01,night%1:28:00::,2.218132734298706,True
d002.s007.t006,"The time is Pacific Daylight Time , and the initials or nicknames are those subscribers use to identify themselves .",identify,identify.v.01,name.v.02,identify%2:32:00::,3.0191216468811035,False
d002.s011.t008,"I was in the avenues , on the third floor of an old building , and except for my heart -LRB- Beat , BEAT ! -RRB- I 'm OK .",OK,very_well.r.02,all_right.s.01,ok%5:00:00:satisfactory:00,1.3569132089614868,False
d002.s012.t007,"Got back to Bolinas , and everything had fallen : broken poster frames with glass on the floor , file cabinets open or dumped onto the floor .",floor,floor.n.01,floor.n.01,floor%1:06:00::,1.9935564994812012,True
d002.s015.t003,"I was in my favorite watering hole , waiting for the game to start .",start,start.v.09,get_down.v.07,start%2:30:00::,3.0030007362365723,False
d002.s016.t011,"I felt the temblor begin and glanced at the table next to mine , smiled that guilty smile and we both mouthed the words , `` Earth-quake ! `` together .",Earth-quake,,earthquake.n.01,earthquake%1:11:00::,-inf,False
d002.s017.t003,That 's usually how long it takes for the temblors to pass .,pass,happen.v.01,elapse.v.01,pass%2:38:03::,3.693892002105713,False
d002.s018.t008,"This time , it just got stronger and then the building started shaking violently up and down as though it were a child 's toy block that was being tossed .",tossed,flip.v.06,convulse.v.03,toss%2:38:01::,2.73793363571167,False
d002.s021.t001,I was in the Berkeley Main library when it hit .,hit,hit.v.01,hit.v.05,hit%2:35:05::,3.522061824798584,False
d002.s022.t007,Endless seconds wondering if those huge windows would buckle and shower us with glass .,glass,glass.n.02,glass.n.01,glass%1:27:00::,3.1526737213134766,False
d002.s023.t003,Only a few books fell in the reading room .,reading room,,reading_room.n.01,reading_room%1:06:00::,-inf,False
d002.s024.t009,Then the auto paint shop fire sent an evil-looking cloud of black smoke into the air .,air,atmosphere.n.03,air.n.01,air%1:27:00::,2.141190528869629,False
d002.s027.t001,My younger daughter and I are fine .,fine,all_right.s.01,all_right.s.01,fine%5:00:00:satisfactory:00,2.3634910583496094,True
d002.s028.t004,This building shook like hell and it kept getting stronger .,getting,become.v.01,become.v.01,get%2:30:00::,3.0639538764953613,True
d002.s029.t005,"Except for the gas tank at Hustead 's Towing Service exploding and burning in downtown Berkeley , things here are quite peaceful .",peaceful,peaceful.a.01,peaceful.a.01,peaceful%3:00:00::,2.2527382373809814,True
d002.s030.t003,A lot of car alarms went off .,went off,,go_off.v.02,go_off%2:30:00::,-inf,False
d002.s031.t002,"The cats are fine , although nervous .",nervous,aflutter.s.01,anxious.s.02,nervous%5:00:00:troubled:00,2.3568949699401855,False
d002.s034.t002,Huge fire from broken gas main in the Marina in SF .,gas main,,gas_main.n.01,gas_main%1:06:00::,-inf,False
d002.s035.t002,Areas that are made of ` fill ' liquefy .,liquefy,liquefy.v.03,liquefy.v.02,liquefy%2:30:01::,2.221480131149292,False
d002.s036.t010,A woman in a three-story apartment was able to walk out the window of the third floor onto street level after the quake .,quake,earthquake.n.01,earthquake.n.01,quake%1:11:00::,1.5075405836105347,True
d002.s037.t001,The house just settled right down into the ground .,ground,land.n.04,land.n.04,ground%1:17:00::,3.57180118560791,True
d002.s040.t006,"I was driving my truck , stopped at a red light at the corner of Shattuck and Alcatraz at the Oakland-Berkeley border when it hit .",hit,hit.v.01,hit.v.05,hit%2:35:05::,3.188666820526123,False
d002.s041.t006,Worst part was watching power lines waving above my head and no way to drive away .,drive,drive.v.02,drive.v.02,drive%2:38:00::,2.123513698577881,True
d002.s044.t001,Was 300 ft. out on a pier in San Rafael .,pier,pier.n.01,pier.n.01,pier%1:06:00::,1.0729684829711914,True
d002.s045.t001,"It flopped all around , real dramatic !",dramatic,dramatic.a.01,dramatic.s.02,dramatic%5:00:00:impressive:00,3.157212257385254,False
d002.s046.t004,Many hairline cracks in the concrete slabs afterwards .,slabs,slab.n.01,slab.n.01,slab%1:06:00::,-0.13876153528690338,True
d002.s047.t002,Ruined the damn fishing !,fishing,fishing.n.01,fishing.n.01,fishing%1:04:00::,2.6286211013793945,True
d002.s050.t003,I rode it out on the second floor of Leo 's at 55th and Telegraph in Oakland .,55th,fifty-fifth.s.01,fifty-fifth.s.01,55th%5:00:00:ordinal:00,-1.1680965423583984,True
d002.s051.t004,I heard parts of the building above my head cracking .,cracking,crack.v.11,crack.v.02,crack%2:39:01::,3.045448064804077,False
d002.s052.t001,I actually thought that I might die .,die,die.v.01,die.v.01,die%2:30:00::,2.7607364654541016,True
d002.s053.t004,"I could n't decide if I should come home to Marin , because my house is on stilts .",stilts,stilt.n.02,pile.n.06,stilt%1:06:01::,0.9395551681518555,False
d002.s054.t002,I decided to brave the storm .,storm,storm.n.01,storm.n.02,storm%1:26:00::,1.973410725593567,False
d002.s055.t005,There was a horrible smell of gas as I passed the Chevron refinery before crossing the Richmond-San Rafael Bridge .,crossing,traverse.v.01,traverse.v.01,cross%2:38:00::,1.4952751398086548,True
d002.s056.t004,I could also see the clouds across the bay from the horrible fire in the Marina District of San Francisco .,fire,fire.n.01,fire.n.01,fire%1:11:00::,3.336535930633545,True
d002.s057.t002,I have felt many aftershocks .,aftershocks,aftershock.n.01,aftershock.n.01,aftershock%1:11:00::,2.0225870609283447,True
d002.s058.t003,My back is still in knots and my hands are still shaking .,shaking,shake.v.02,shake.v.02,shake%2:29:00::,3.3747901916503906,True
d002.s059.t004,I think a few of the aftershocks might just be my body shaking .,shaking,shake.v.02,shake.v.02,shake%2:29:00::,3.4034957885742188,True
d002.s062.t003,I could see the flames from San Francisco from my house across the bay .,bay,bay.n.01,bay.n.01,bay%1:17:00::,2.4235002994537354,True
d002.s063.t002,It 's hard to believe this really is happening .,happening,happen.v.01,happen.v.01,happen%2:30:00::,3.5705080032348633,True
d002.s066.t007,"Building on the corner severely damaged , so an old lady and her very old mother are in the guest room .",guest room,,guestroom.n.01,guestroom%1:06:00::,-inf,False
d002.s067.t001,Books and software everywhere .,software,software.n.01,software.n.01,software%1:10:00::,-0.077237069606781,True
d002.s068.t002,This being typed in a standing position .,position,status.n.01,position.n.04,position%1:07:01::,2.06553053855896,False
d002.s072.t005,"Did n't feel a thing , but noticed some strange bird behavior .",behavior,behavior.n.01,behavior.n.04,behavior%1:04:01::,1.2703220844268799,False
d002.s073.t001,Duck swarms .,swarms,pour.v.02,drove.n.02,swarm%1:14:01::,0.3101654648780823,False
d002.s076.t003,I just felt another aftershock a few seconds ago .,seconds,second.n.01,second.n.01,second%1:28:00::,1.7293174266815186,True
d002.s077.t000,I 'm just numb .,numb,asleep.s.02,numb.s.03,numb%5:00:00:afraid:00,3.0462160110473633,False
d002.s080.t003,Downtown Bolinas seems to be the part of town that 's worst off .,town,town.n.01,town.n.01,town%1:15:00::,0.776892364025116,True
d002.s081.t008,"No power , minimal phones , and a mess of mayonnaise , wine , and everything else all over the floors of the big old general store and the People 's Co-op .",general store,,country_store.n.01,general_store%1:06:00::,-inf,False
d002.s082.t012,"The quivers move through my house every few minutes at unpredictable intervals , and the mouse that 's been living in my kitchen has taken refuge under my desk .",desk,desk.n.01,desk.n.01,desk%1:06:00::,2.4690463542938232,True
d002.s083.t001,"It runs out frantically now and then , and is clearly pretty distressed .",distressed,disquieted.s.01,dysphoric.a.01,distressed%3:00:04::,2.6165261268615723,False
d002.s084.t002,I was in Stinson Beach when the quake rolled through town .,town,town.n.01,town.n.01,town%1:15:00::,3.220546007156372,True
d002.s086.t016,"Then as things got rougher , we ran for the door and spent the next few minutes outside watching the brick sidewalk under our feet oozing up and down , and the flowers waving in an eerie rhythm .",rhythm,rhythm.n.01,rhythm.n.02,rhythm%1:07:01::,0.05980893224477768,False
d002.s087.t006,Amazing what it does to one 's heart rate and one 's short-term memory .,memory,memory.n.02,memory.n.03,memory%1:09:00::,3.134542942047119,False
d002.s088.t007,"Everyone looked calm , but there was this surreal low level of confusion as the aftershocks continued .",continued,continue.v.01,continue.v.10,continue%2:30:10::,2.9332056045532227,False
d002.s091.t008,"Power is back on , and UCSF -LCB- medical center -RCB- seems to have quieted down for the night -LRB- they were doing triage out in the parking lot from the sound and lights of it -RRB- .",lights,light.n.05,light.n.02,light%1:06:00::,2.500185489654541,False
d002.s092.t006,A friend of mine was in an underground computer center in downtown SF when the quake hit .,hit,hit.v.01,hit.v.05,hit%2:35:05::,3.078997850418091,False
d002.s093.t006,He said that one of the computers took a three-foot trip sliding across the floor .,floor,floor.n.01,floor.n.01,floor%1:06:00::,2.314422130584717,True
d002.s094.t006,Today should be interesting as people realize how hard life is going to be here for a while .,while,while.n.01,while.n.01,while%1:28:00::,-0.45990657806396484,True
d002.s097.t010,"I got home , let the dogs into the house and noticed some sounds above my head , as if someone were walking on the roof , or upstairs .",roof,roof.n.01,roof.n.01,roof%1:06:00::,1.4153101444244385,True
d002.s098.t004,Then I noticed the car was bouncing up and down as if someone were jumping on it .,jumping,jump.v.08,jump.v.01,jump%2:38:00::,2.298584461212158,False
d002.s099.t004,I realized what was happening and screamed into the house for the dogs .,dogs,dog.n.01,dog.n.01,dog%1:05:00::,2.455265760421753,True
d002.s100.t017,"Cupboard doors were flying , the trash can in the kitchen walked a few feet , the dogs came running , and I scooted them into the dog run and stood in the doorway myself , watching the outside trash cans dance across the concrete .",concrete,concrete.n.01,concrete.n.01,concrete%1:27:00::,2.5279977321624756,True
d002.s101.t010,"When I realized it was over , I went and stood out in front of the house , waiting and praying for Merrill to come home , shivering as if it were 20 below zero until he got there .",got,arrive.v.01,arrive.v.01,get%2:38:00::,2.3350703716278076,True
d002.s102.t001,Never in my life have I been so frightened .,frightened,panicky.s.01,frightened.s.01,frightened%5:00:00:afraid:00,2.707270622253418,False
d002.s103.t003,"When I saw the pictures of 880 and the Bay Bridge , I began to cry .",cry,shout.v.02,cry.v.02,cry%2:29:00::,3.3580286502838135,False
d002.s106.t006,"The Sunset -LCB- District -RCB- was more or less like a pajama party all evening , lots of people &amp; dogs walking around , drinking beer .",beer,beer.n.01,beer.n.01,beer%1:13:00::,0.5871550440788269,True
d002.s109.t009,"I was just sitting down to meet with some new therapy clients , a couple , and the building started shaking like crazy .",like crazy,,like_hell.r.01,like_crazy%4:02:00::,-inf,False
d002.s110.t004,"It 's a flimsy structure , built up on supports , and it was really rocking around .",rocking,rock.v.01,rock.v.01,rock%2:38:00::,1.8930519819259644,True
d002.s111.t006,"The three of us stopped breathing for a moment , and then when it kept on coming we lunged for the doorway .",doorway,doorway.n.01,doorway.n.01,doorway%1:06:00::,3.2200570106506348,True
d002.s112.t004,"Needless to say , it was an interesting first session !",session,session.n.03,session.n.03,session%1:04:00::,2.764631986618042,True
d002.s115.t001,Albany escaped embarrassingly unscathed .,unscathed,unharmed.s.01,unharmed.s.01,unscathed%5:00:00:uninjured:00,0.9590893983840942,True
d002.s116.t008,"Biggest trouble was scared family who could n't get a phone line through , and spent a really horrible hour not knowing .",knowing,know.v.01,know.v.01,know%2:31:01::,3.4590721130371094,True
d002.s119.t005,Judy and I were in our back yard when the lawn started rolling like ocean waves .,waves,wave.n.07,wave.n.01,wave%1:11:01::,2.1737060546875,False
d002.s120.t010,"We ran into the house to get Mame , but the next tremor threw me in the air and bounced me as I tried to get to my feet .",feet,foot.n.01,foot.n.01,foot%1:08:01::,3.186952590942383,True
d002.s121.t001,"We are all fine here , although Mame was extremely freaked .",freaked,freak_out.v.01,freak_out.v.01,freak%2:37:00::,1.1606217622756958,True
d002.s122.t002,Kitchen full of broken crystal .,crystal,crystal.n.01,crystal.n.05,crystal%1:06:01::,1.3891746997833252,False
d002.s123.t002,Books and tapes all over my room .,room,room.n.01,room.n.01,room%1:06:00::,2.815704822540283,True
d002.s124.t003,"Not one thing in the house is where it is supposed to be , but the structure is fine .",fine,all_right.s.01,all_right.s.01,fine%5:00:00:satisfactory:00,3.044236660003662,True
d002.s125.t009,"While I was standing on the lawn with Mame , waiting for another tremor , I noticed that all the earthworms were emerging from the ground and slithering across the lawn !",lawn,lawn.n.01,lawn.n.01,lawn%1:15:00::,-0.06793338060379028,True
d002.s128.t003,It 's amazing how one second can so completely change your life .,life,animation.n.01,life.n.03,life%1:26:02::,3.5873446464538574,False
d002.s131.t003,"I guess we 're all living very tentatively here , waiting for the expected but dreaded aftershock .",aftershock,aftershock.n.01,aftershock.n.01,aftershock%1:11:00::,2.0077216625213623,True
d002.s132.t003,It 's hard to accept that it 's over and only took 15 seconds .,seconds,second.n.01,second.n.01,second%1:28:00::,2.704218626022339,True
d002.s133.t002,I wonder when we 'll be able to relax .,relax,relax.v.01,relax.v.01,relax%2:29:00::,3.088625431060791,True
d002.s136.t004,Flesh goes to total alert for flight or fight .,fight,fight.n.02,fight.n.02,fight%1:04:02::,3.128870964050293,True
d002.s137.t003,Nausea seems a commonplace symptom .,symptom,symptom.n.02,symptom.n.01,symptom%1:26:00::,1.1698858737945557,False
d002.s138.t000,Berkeley very quiet right now .,quiet,quiet.a.02,quiet.a.01,quiet%3:00:02::,0.8223198652267456,False
d002.s139.t003,I walked along Shattuck between Delaware and Cedar at a few minutes before eight this morning .,morning,morning.n.01,morning.n.01,morning%1:28:00::,3.7170326709747314,True
d002.s140.t013,"Next to Chez Panisse a homeless couple , bundled into a blue sleeping bag , sat up , said , `` Good morning `` and then the woman smiled , said , `` Is n't it great just to be alive ? ``",alive,alive.a.01,alive.a.01,alive%3:00:01::,-0.30307698249816895,True
d002.s141.t000,I agreed .,agreed,agree.v.01,agree.v.01,agree%2:32:00::,2.8649845123291016,True
